GEOCODE,PLACE,PLACENAME,P00010001_2010,P00010001,P00010001_d,P00010001_pd,RANK_POP_2010,RANK_POP,RANK_POP_d,RANK_POP_pd,POPDEN_2010,POPDEN,POPDEN_d,POPDEN_pd,H00010001_2010,H00010001,H00010001_d,H00010001_pd,H00010002_2010,H00010002,H00010002_d,H00010002_pd,H00010003_2010,H00010003,H00010003_d,H00010003_pd,OCC_2010,OCC,OCC_d,OCC_pd,VAC_2010,VAC,VAC_d,VAC_pd,LANDSQMI_2010,LANDSQMI,LANDSQMI_d,LANDSQMI_pd,AREASQMI_2010,AREASQMI,AREASQMI_d,AREASQMI_pd,WATERPCT_2010,WATERPCT,WATERPCT_d,WATERPCT_pd,P00010002_2010,P00010002,P00010002_d,P00010002_pd,P00010003_2010,P00010003,P00010003_d,P00010003_pd,P00010004_2010,P00010004,P00010004_d,P00010004_pd,P00010005_2010,P00010005,P00010005_d,P00010005_pd,P00010006_2010,P00010006,P00010006_d,P00010006_pd,P00010007_2010,P00010007,P00010007_d,P00010007_pd,P00010008_2010,P00010008,P00010008_d,P00010008_pd,P00010009_2010,P00010009,P00010009_d,P00010009_pd,P00020001_2010,P00020001,P00020001_d,P00020001_pd,P00020002_2010,P00020002,P00020002_d,P00020002_pd,P00020003_2010,P00020003,P00020003_d,P00020003_pd,P00020004_2010,P00020004,P00020004_d,P00020004_pd,P00020005_2010,P00020005,P00020005_d,P00020005_pd,P00020006_2010,P00020006,P00020006_d,P00020006_pd,P00020007_2010,P00020007,P00020007_d,P00020007_pd,P00020008_2010,P00020008,P00020008_d,P00020008_pd,P00020009_2010,P00020009,P00020009_d,P00020009_pd,P00020010_2010,P00020010,P00020010_d,P00020010_pd,P00020011_2010,P00020011,P00020011_d,P00020011_pd,P00030001_2010,P00030001,P00030001_d,P00030001_pd,P00030002_2010,P00030002,P00030002_d,P00030002_pd,P00030003_2010,P00030003,P00030003_d,P00030003_pd,P00030004_2010,P00030004,P00030004_d,P00030004_pd,P00030005_2010,P00030005,P00030005_d,P00030005_pd,P00030006_2010,P00030006,P00030006_d,P00030006_pd,P00030007_2010,P00030007,P00030007_d,P00030007_pd,P00030008_2010,P00030008,P00030008_d,P00030008_pd,P00030009_2010,P00030009,P00030009_d,P00030009_pd,P00040001_2010,P00040001,P00040001_d,P00040001_pd,P00040002_2010,P00040002,P00040002_d,P00040002_pd,P00040003_2010,P00040003,P00040003_d,P00040003_pd,P00040004_2010,P00040004,P00040004_d,P00040004_pd,P00040005_2010,P00040005,P00040005_d,P00040005_pd,P00040006_2010,P00040006,P00040006_d,P00040006_pd,P00040007_2010,P00040007,P00040007_d,P00040007_pd,P00040008_2010,P00040008,P00040008_d,P00040008_pd,P00040009_2010,P00040009,P00040009_d,P00040009_pd,P00040010_2010,P00040010,P00040010_d,P00040010_pd,P00040011_2010,P00040011,P00040011_d,P00040011_pd,C0010001_2010,C0010001,C0010001_d,C0010001_pd,C0010002_2010,C0010002,C0010002_d,C0010002_pd,C0010003_2010,C0010003,C0010003_d,C0010003_pd,C0010004_2010,C0010004,C0010004_d,C0010004_pd,C0010005_2010,C0010005,C0010005_d,C0010005_pd,C0010006_2010,C0010006,C0010006_d,C0010006_pd,C0020001_2010,C0020001,C0020001_d,C0020001_pd,C0020002_2010,C0020002,C0020002_d,C0020002_pd,C0020003_2010,C0020003,C0020003_d,C0020003_pd,C0020004_2010,C0020004,C0020004_d,C0020004_pd,C0020005_2010,C0020005,C0020005_d,C0020005_pd,C0020006_2010,C0020006,C0020006_d,C0020006_pd,C0030001_2010,C0030001,C0030001_d,C0030001_pd,C0030002_2010,C0030002,C0030002_d,C0030002_pd,C0030003_2010,C0030003,C0030003_d,C0030003_pd,C0030004_2010,C0030004,C0030004_d,C0030004_pd,C0030005_2010,C0030005,C0030005_d,C0030005_pd,C0030006_2010,C0030006,C0030006_d,C0030006_pd,C0040001_2010,C0040001,C0040001_d,C0040001_pd,C0040002_2010,C0040002,C0040002_d,C0040002_pd,C0040003_2010,C0040003,C0040003_d,C0040003_pd,C0040004_2010,C0040004,C0040004_d,C0040004_pd,C0040005_2010,C0040005,C0040005_d,C0040005_pd,C0040006_2010,C0040006,C0040006_d,C0040006_pd,P00010010_2010,P00010010,P00010010_d,P00010010_pd,P00010011_2010,P00010011,P00010011_d,P00010011_pd,P00010012_2010,P00010012,P00010012_d,P00010012_pd,P00010013_2010,P00010013,P00010013_d,P00010013_pd,P00010014_2010,P00010014,P00010014_d,P00010014_pd,P00010015_2010,P00010015,P00010015_d,P00010015_pd,P00010016_2010,P00010016,P00010016_d,P00010016_pd,P00010017_2010,P00010017,P00010017_d,P00010017_pd,P00010018_2010,P00010018,P00010018_d,P00010018_pd,P00010019_2010,P00010019,P00010019_d,P00010019_pd,P00010020_2010,P00010020,P00010020_d,P00010020_pd,P00010021_2010,P00010021,P00010021_d,P00010021_pd,P00010022_2010,P00010022,P00010022_d,P00010022_pd,P00010023_2010,P00010023,P00010023_d,P00010023_pd,P00010024_2010,P00010024,P00010024_d,P00010024_pd,P00010025_2010,P00010025,P00010025_d,P00010025_pd,T0050001_2010,T0050001,T0050001_d,T0050001_pd,P00050001,P00050002,P00050003,P00050004,P00050005,P00050006,P00050007,P00050008,P00050009,P00050010
11325,11325,Chain Lake,3741,4806,1065,28.46832397755,89,76,-13,-14.606741573,354.51,440.67,86.16,24.30396885842,1369,1651,282,20.59897735573,1303,1611,308,23.63775901765,66,40,-26,-39.3939393939,95.18,97.58,2.4,2.521538138264,4.82,2.42,-2.4,-49.7925311203,10.55251568733,10.90602659162,0.353510904292,3.35001543486,10.60270086193,10.95621215233,0.353511290394,3.33416263457,0.473324441165,0.458055758757,-0.01526868241,-3.22583857501,3615,4312,697,19.28077455048,3479,4017,538,15.46421385456,14,26,12,85.71428571429,34,29,-5,-14.7058823529,34,84,50,147.0588235294,1,11,10,1000,53,145,92,173.5849056604,126,494,368,292.0634920635,3741,4806,1065,28.46832397755,160,338,178,111.25,3581,4468,887,24.7696174253,3468,4119,651,18.77162629758,3388,3947,559,16.49940968123,12,25,13,108.3333333333,29,25,-4,-13.7931034483,31,81,50,161.2903225806,0,11,11,,8,30,22,275,113,349,236,208.8495575221,2785,3615,830,29.80251346499,2709,3299,590,21.77925433739,2615,3092,477,18.24091778203,8,15,7,87.5,23,21,-2,-8.69565217391,27,68,41,151.8518518519,1,7,6,600,35,96,61,174.2857142857,76,316,240,315.7894736842,2785,3615,830,29.80251346499,97,214,117,120.618556701,2688,3401,713,26.52529761905,2619,3175,556,21.22947689958,2564,3050,486,18.95475819033,6,15,9,150,21,17,-4,-19.0476190476,24,65,41,170.8333333333,0,7,7,,4,21,17,425,69,226,157,227.5362318841,3598,4498,900,25.01389660923,27,83,56,207.4074074074,90,149,59,65.55555555556,83,191,108,130.1204819277,5,40,35,700,68,365,297,436.7647058824,3494,4285,791,22.63880938752,25,77,52,208,82,136,54,65.85365853659,79,182,103,130.3797468354,4,38,34,850,13,120,107,823.0769230769,2686,3396,710,26.43335815339,16,49,33,206.25,60,105,45,75,55,123,68,123.6363636364,5,20,15,300,42,250,208,495.2380952381,2628,3266,638,24.27701674277,14,49,35,250,55,98,43,78.18181818182,51,119,68,133.3333333333,4,19,15,375,7,86,79,1128.571428571,122,469,347,284.4262295082,8,44,36,450,50,106,56,112,43,80,37,86.04651162791,2,10,8,400,12,216,204,1700,0,2,2,,0,3,3,,0,1,1,,2,0,-2,-100,3,1,-2,-66.6666666667,0,1,1,,0,2,2,,2,3,1,50,0,0,0,,0,0,0,,4,25,21,525,0,0,0,0,0,0,0,0,0,0
11685,11685,Chelan Falls,329,340,11,3.343465045593,258,265,7,2.713178294574,1178.2,1217.59,39.39,3.343235443897,125,119,-6,-4.8,100,98,-2,-2,25,21,-4,-16,80,82.35,2.35,2.9375,20,17.65,-2.35,-11.75,0.27923913161,0.279239517712,3.861022039E-7,0.000138269376,0.27923913161,0.279239517712,3.861022039E-7,0.000138269376,0,0,0,,320,307,-13,-4.0625,184,131,-53,-28.8043478261,0,0,0,,2,1,-1,-50,1,5,4,400,0,0,0,,133,170,37,27.81954887218,9,33,24,266.6666666667,329,340,11,3.343465045593,169,215,46,27.21893491124,160,125,-35,-21.875,157,121,-36,-22.9299363057,155,112,-43,-27.7419354839,0,0,0,,1,1,0,0,1,5,4,400,0,0,0,,0,3,3,,3,4,1,33.33333333333,221,258,37,16.74208144796,214,234,20,9.345794392523,131,110,-21,-16.0305343511,0,0,0,,1,1,0,0,1,5,4,400,0,0,0,,81,118,37,45.67901234568,7,24,17,242.8571428571,221,258,37,16.74208144796,99,146,47,47.47474747475,122,112,-10,-8.19672131148,119,108,-11,-9.24369747899,118,99,-19,-16.1016949153,0,0,0,,0,1,1,,1,5,4,400,0,0,0,,0,3,3,,3,4,1,33.33333333333,189,162,-27,-14.2857142857,4,0,-4,-100,3,5,2,66.66666666667,3,6,3,100,0,2,2,,139,201,62,44.60431654676,158,116,-42,-26.582278481,0,0,0,,2,1,-1,-50,3,5,2,66.66666666667,0,0,0,,0,7,7,,136,132,-4,-2.94117647059,2,0,-2,-100,2,5,3,150,3,6,3,100,0,2,2,,85,140,55,64.70588235294,121,103,-18,-14.8760330579,0,0,0,,1,1,0,0,3,5,2,66.66666666667,0,0,0,,0,7,7,,9,31,22,244.4444444444,0,0,0,,1,0,-1,-100,2,0,-2,-100,0,0,0,,2,29,27,1350,0,0,0,,0,0,0,,0,0,0,,4,0,-4,-100,0,0,0,,0,0,0,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,37,0,0,0,0,0,37,0,0,37
12015,12015,Cherry Grove,546,588,42,7.692307692308,226,227,1,0.442477876106,223.97,252.9,28.93,12.91690851453,189,192,3,1.587301587302,175,183,8,4.571428571429,14,9,-5,-35.7142857143,92.59,95.31,2.72,2.937682255103,7.41,4.69,-2.72,-36.7071524966,2.437836777622,2.325065212658,-0.11277156496,-4.62588660569,2.437836777622,2.325065212658,-0.11277156496,-4.62588660569,0,0,0,,530,538,8,1.509433962264,513,505,-8,-1.55945419103,0,5,5,,7,4,-3,-42.8571428571,3,7,4,133.3333333333,0,0,0,,7,17,10,142.8571428571,16,50,34,212.5,546,588,42,7.692307692308,19,35,16,84.21052631579,527,553,26,4.933586337761,511,510,-1,-0.19569471624,499,496,-3,-0.60120240481,0,3,3,,7,4,-3,-42.8571428571,3,7,4,133.3333333333,0,0,0,,2,0,-2,-100,16,43,27,168.75,396,443,47,11.86868686869,386,415,29,7.512953367876,370,389,19,5.135135135135,0,4,4,,7,4,-3,-42.8571428571,3,7,4,133.3333333333,0,0,0,,6,11,5,83.33333333333,10,28,18,180,396,443,47,11.86868686869,12,22,10,83.33333333333,384,421,37,9.635416666667,374,395,21,5.614973262032,363,382,19,5.234159779614,0,2,2,,7,4,-3,-42.8571428571,3,7,4,133.3333333333,0,0,0,,1,0,-1,-100,10,26,16,160,529,553,24,4.536862003781,6,12,6,100,13,18,5,38.46153846154,5,17,12,240,0,4,4,,9,39,30,333.3333333333,515,537,22,4.271844660194,6,8,2,33.33333333333,13,16,3,23.07692307692,5,14,9,180,0,4,4,,4,19,15,375,380,416,36,9.473684210526,2,8,6,300,13,13,0,0,4,10,6,150,0,2,2,,7,24,17,242.8571428571,373,407,34,9.11528150134,2,6,4,200,13,13,0,0,4,10,6,150,0,2,2,,2,11,9,450,16,46,30,187.5,6,2,-4,-66.6666666667,6,11,5,83.33333333333,2,9,7,350,0,2,2,,2,20,18,900,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,4,4,,2,0,0,0,0,0,2,0,0,2
12175,12175,Chico,2259,2723,464,20.54006197432,141,128,-13,-9.21985815603,985.89,1128.37,142.48,14.45191654241,916,1049,133,14.51965065502,867,997,130,14.99423298731,49,52,3,6.122448979592,94.65,95.04,0.39,0.41204437401,5.35,4.96,-0.39,-7.28971962617,2.291332237833,2.413214655822,0.121882417989,5.319281768772,2.291332237833,2.413214655822,0.121882417989,5.319281768772,0,0,0,,2159,2419,260,12.04261232052,1853,2030,177,9.552077711819,68,79,11,16.17647058824,9,11,2,22.22222222222,186,202,16,8.602150537634,27,30,3,11.11111111111,16,67,51,318.75,100,304,204,204,2259,2723,464,20.54006197432,110,192,82,74.54545454545,2149,2531,382,17.77570963239,2065,2295,230,11.13801452785,1786,1975,189,10.58230683091,65,71,6,9.230769230769,8,6,-2,-25,179,196,17,9.497206703911,23,27,4,17.39130434783,4,20,16,400,84,236,152,180.9523809524,1768,2155,387,21.88914027149,1723,1989,266,15.43818920488,1475,1654,179,12.13559322034,52,60,8,15.38461538462,8,7,-1,-12.5,161,183,22,13.66459627329,17,27,10,58.82352941176,10,58,48,480,45,166,121,268.8888888889,1768,2155,387,21.88914027149,67,123,56,83.58208955224,1701,2032,331,19.45914168136,1660,1900,240,14.4578313253,1429,1615,186,13.01609517145,50,58,8,16,7,2,-5,-71.4285714286,157,178,21,13.37579617834,15,27,12,80,2,20,18,900,41,132,91,221.9512195122,1943,2312,369,18.99125064334,82,130,48,58.53658536585,23,79,56,243.4782608696,249,352,103,41.36546184739,50,78,28,56,22,143,121,550,1861,2195,334,17.94734013971,79,108,29,36.70886075949,21,61,40,190.4761904762,233,325,92,39.48497854077,44,64,20,45.45454545455,5,53,48,960,1516,1805,289,19.06332453826,56,83,27,48.21428571429,19,46,27,142.1052631579,189,257,68,35.97883597884,26,49,23,88.46153846154,11,110,99,900,1466,1734,268,18.28103683492,54,77,23,42.59259259259,17,35,18,105.8823529412,183,245,62,33.87978142077,24,48,24,100,2,42,40,2000,90,249,159,176.6666666667,10,18,8,80,14,46,32,228.5714285714,47,102,55,117.0212765957,7,7,0,0,4,54,50,1250,0,1,1,,1,3,2,200,2,0,-2,-100,0,7,7,,0,0,0,,0,0,0,,0,0,0,,4,11,7,175,1,0,-1,-100,0,0,0,,10,55,45,450,0,0,0,0,0,0,0,0,0,0
12315,12315,Chinook,466,457,-9,-1.9313304721,235,245,10,4.255319148936,461.31,452.4,-8.91,-1.93145607076,287,282,-5,-1.74216027875,230,214,-16,-6.95652173913,57,68,11,19.29824561404,80.14,75.89,-4.25,-5.30321936611,19.86,24.11,4.25,21.39979859013,1.010157962122,1.010157576019,-3.86102852E-7,-0.00003822203,1.010157962122,1.010157576019,-3.86102852E-7,-0.00003822203,0,0,0,,445,444,-1,-0.22471910112,419,408,-11,-2.62529832936,0,2,2,,11,13,2,18.18181818182,2,2,0,0,0,0,0,,13,19,6,46.15384615385,21,13,-8,-38.0952380952,466,457,-9,-1.9313304721,21,25,4,19.04761904762,445,432,-13,-2.92134831461,430,419,-11,-2.55813953488,417,403,-14,-3.35731414868,0,2,2,,11,12,1,9.090909090909,2,2,0,0,0,0,0,,0,0,0,,15,13,-2,-13.3333333333,395,369,-26,-6.58227848101,383,359,-24,-6.26631853786,368,337,-31,-8.42391304348,0,2,2,,4,9,5,125,2,2,0,0,0,0,0,,9,9,0,0,12,10,-2,-16.6666666667,395,369,-26,-6.58227848101,13,10,-3,-23.0769230769,382,359,-23,-6.02094240838,372,349,-23,-6.18279569892,366,336,-30,-8.19672131148,0,2,2,,4,9,5,125,2,2,0,0,0,0,0,,0,0,0,,10,10,0,0,440,421,-19,-4.31818181818,2,4,2,100,26,21,-5,-19.2307692308,2,4,2,100,0,1,1,,19,21,2,10.52631578947,432,416,-16,-3.7037037037,2,4,2,100,26,20,-6,-23.0769230769,2,4,2,100,0,1,1,,0,2,2,,380,347,-33,-8.68421052632,0,3,3,,14,14,0,0,2,4,2,100,0,1,1,,11,11,0,0,376,346,-30,-7.97872340426,0,3,3,,14,14,0,0,2,4,2,100,0,1,1,,0,2,2,,19,11,-8,-42.1052631579,0,1,1,,13,7,-6,-46.1538461538,0,1,1,,0,0,0,,6,2,-4,-66.6666666667,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
12525,12525,Clallam Bay,363,386,23,6.33608815427,251,257,6,2.390438247012,642.08,683.59,41.51,6.464926488911,276,223,-53,-19.2028985507,184,181,-3,-1.63043478261,92,42,-50,-54.347826087,66.67,81.17,14.5,21.74891255437,33.33,18.83,-14.5,-43.504350435,0.565352426343,0.564663620063,-0.00068880628,-0.12183661881,0.565352426343,0.564663620063,-0.00068880628,-0.12183661881,0,0,0,,344,344,0,0,266,256,-10,-3.75939849624,1,1,0,0,52,68,16,30.76923076923,4,4,0,0,1,0,-1,-100,20,15,-5,-25,19,42,23,121.0526315789,363,386,23,6.33608815427,45,35,-10,-22.2222222222,318,351,33,10.37735849057,300,318,18,6,248,249,1,0.403225806452,1,1,0,0,47,62,15,31.91489361702,4,4,0,0,0,0,0,,0,2,2,,18,33,15,83.33333333333,288,302,14,4.861111111111,272,271,-1,-0.36764705882,228,215,-13,-5.70175438596,1,1,0,0,26,44,18,69.23076923077,4,4,0,0,1,0,-1,-100,12,7,-5,-41.6666666667,16,31,15,93.75,288,302,14,4.861111111111,27,19,-8,-29.6296296296,261,283,22,8.429118773946,246,258,12,4.878048780488,216,211,-5,-2.31481481481,1,1,0,0,25,40,15,60,4,4,0,0,0,0,0,,0,2,2,,15,25,10,66.66666666667,284,297,13,4.577464788732,1,6,5,500,66,101,35,53.0303030303,9,6,-3,-33.3333333333,4,0,-4,-100,21,20,-1,-4.7619047619,266,282,16,6.015037593985,1,4,3,300,60,91,31,51.66666666667,9,6,-3,-33.3333333333,3,0,-3,-100,0,3,3,,243,245,2,0.82304526749,1,3,2,200,38,69,31,81.57894736842,8,5,-3,-37.5,4,0,-4,-100,13,12,-1,-7.69230769231,231,236,5,2.164502164502,1,3,2,200,36,62,26,72.22222222222,8,5,-3,-37.5,3,0,-3,-100,0,3,3,,17,40,23,135.2941176471,0,4,4,,12,30,18,150,3,1,-2,-66.6666666667,1,0,-1,-100,0,4,4,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,0,0,0,0,,0,0,0,,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
12680,12680,Clarkston Heights-Vineland,6326,7275,949,15.00158077774,59,51,-8,-13.5593220339,1049.96,629.75,-420.21,-40.0215246295,2713,3085,372,13.71175820125,2596,2974,378,14.56086286595,117,111,-6,-5.12820512821,95.69,96.4,0.71,0.741979308183,4.31,3.6,-0.71,-16.4733178654,6.024988918868,11.55225352394,5.527264605077,91.73900034518,6.024988918868,11.71741529303,5.692426374166,94.48027956268,0,1.409540969223,1.409540969223,,6213,6825,612,9.85031385804,6092,6584,492,8.076165462902,14,16,2,14.28571428571,48,78,30,62.5,29,84,55,189.6551724138,7,3,-4,-57.1428571429,23,60,37,160.8695652174,113,450,337,298.2300884956,6326,7275,949,15.00158077774,138,222,84,60.86956521739,6188,7053,865,13.97866839043,6097,6698,601,9.857306872232,6008,6499,491,8.172436750999,14,16,2,14.28571428571,38,70,32,84.21052631579,29,84,55,189.6551724138,7,3,-4,-57.1428571429,1,26,25,2500,91,355,264,290.1098901099,4993,5870,877,17.5645904266,4934,5583,649,13.15362788812,4843,5406,563,11.62502581045,10,7,-3,-30,31,59,28,90.32258064516,26,61,35,134.6153846154,7,3,-4,-57.1428571429,17,47,30,176.4705882353,59,287,228,386.4406779661,4993,5870,877,17.5645904266,78,123,45,57.69230769231,4915,5747,832,16.92777212614,4864,5515,651,13.38404605263,4795,5363,568,11.8456725756,10,7,-3,-30,26,58,32,123.0769230769,26,61,35,134.6153846154,7,3,-4,-57.1428571429,0,23,23,,51,232,181,354.9019607843,6197,7022,825,13.31289333548,31,66,35,112.9032258065,110,258,148,134.5454545455,43,136,93,216.2790697674,24,24,0,0,39,240,201,515.3846153846,6096,6843,747,12.25393700787,26,63,37,142.3076923077,95,238,143,150.5263157895,42,135,93,221.4285714286,20,24,4,20,2,118,116,5800,4896,5686,790,16.13562091503,16,33,17,106.25,70,177,107,152.8571428571,36,84,48,133.3333333333,14,8,-6,-42.8571428571,22,178,156,709.0909090909,4843,5589,746,15.40367540781,14,32,18,128.5714285714,62,169,107,172.5806451613,35,83,48,137.1428571429,12,8,-4,-33.3333333333,1,101,100,10000,108,433,325,300.9259259259,10,30,20,200,54,159,105,194.4444444444,12,43,31,258.3333333333,12,15,3,25,12,175,163,1358.333333333,3,8,5,166.6666666667,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,3,1,50,0,0,0,,3,0,-3,-100,5,17,12,240,37,13,0,0,13,0,24,0,0,24
12735,12735,Clayton,443,420,-23,-5.19187358916,239,252,13,5.439330543933,343.49,325.66,-17.83,-5.19083524993,157,168,11,7.006369426752,146,158,12,8.219178082192,11,10,-1,-9.09090909091,92.99,94.05,1.06,1.139907516937,7.01,5.95,-1.06,-15.1212553495,1.289688214772,1.289689373079,1.1583074E-6,0.000089812979,1.289688214772,1.289689373079,1.1583074E-6,0.000089812979,0,0,0,,426,397,-29,-6.80751173709,412,379,-33,-8.00970873786,1,1,0,0,8,13,5,62.5,1,0,-1,-100,3,1,-2,-66.6666666667,1,3,2,200,17,23,6,35.29411764706,443,420,-23,-5.19187358916,10,11,1,10,433,409,-24,-5.54272517321,417,390,-27,-6.47482014388,404,374,-30,-7.42574257426,1,1,0,0,8,12,4,50,1,0,-1,-100,3,1,-2,-66.6666666667,0,2,2,,16,19,3,18.75,285,304,19,6.666666666667,277,287,10,3.610108303249,269,270,1,0.371747211896,1,0,-1,-100,5,13,8,160,0,0,0,,1,1,0,0,1,3,2,200,8,17,9,112.5,285,304,19,6.666666666667,7,7,0,0,278,297,19,6.834532374101,271,283,12,4.428044280443,264,268,4,1.515151515152,1,0,-1,-100,5,12,7,140,0,0,0,,1,1,0,0,0,2,2,,7,14,7,100,423,402,-21,-4.96453900709,6,2,-4,-66.6666666667,19,25,6,31.57894736842,6,1,-5,-83.3333333333,3,2,-1,-33.3333333333,3,12,9,300,414,393,-21,-5.07246376812,5,2,-3,-60,19,24,5,26.31578947368,6,1,-5,-83.3333333333,3,1,-2,-66.6666666667,2,8,6,300,275,287,12,4.363636363636,3,1,-2,-66.6666666667,9,20,11,122.2222222222,3,1,-2,-66.6666666667,1,2,1,100,2,11,9,450,269,282,13,4.832713754647,2,1,-1,-50,9,19,10,111.1111111111,3,1,-2,-66.6666666667,1,1,0,0,1,8,7,700,17,22,5,29.41176470588,1,1,0,0,7,11,4,57.14285714286,3,0,-3,-100,0,1,1,,0,9,9,,4,0,-4,-100,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,0,-2,-100,0,0,0,,0,1,1,,0,0,0,0,0,0,0,0,0,0
12820,12820,Clear Lake,1419,1578,159,11.20507399577,173,170,-3,-1.73410404624,167.32,185.96,18.64,11.14032990677,659,701,42,6.373292867982,522,607,85,16.28352490421,137,94,-43,-31.3868613139,79.21,86.59,7.38,9.317005428608,20.79,13.41,-7.38,-35.4978354978,8.48072500722,8.485845108159,0.005120100939,0.060373387122,9.107434860702,9.188477321127,0.081042460425,0.889849465457,6.881299323766,7.646884118132,0.765584794366,11.12558484008,1362,1409,47,3.45080763583,1309,1360,51,3.896103896104,6,7,1,16.66666666667,12,4,-8,-66.6666666667,11,15,4,36.36363636364,0,0,0,,24,23,-1,-4.16666666667,57,169,112,196.4912280702,1419,1578,159,11.20507399577,46,107,61,132.6086956522,1373,1471,98,7.137654770575,1316,1351,35,2.659574468085,1289,1318,29,2.249806051202,6,7,1,16.66666666667,10,3,-7,-70,11,15,4,36.36363636364,0,0,0,,0,8,8,,57,120,63,110.5263157895,1092,1217,125,11.44688644689,1058,1120,62,5.86011342155,1027,1084,57,5.550146056475,3,4,1,33.33333333333,7,3,-4,-57.1428571429,11,15,4,36.36363636364,0,0,0,,10,14,4,40,34,97,63,185.2941176471,1092,1217,125,11.44688644689,23,51,28,121.7391304348,1069,1166,97,9.073900841908,1035,1090,55,5.314009661836,1016,1061,45,4.429133858268,3,4,1,33.33333333333,5,2,-3,-60,11,15,4,36.36363636364,0,0,0,,0,8,8,,34,76,42,123.5294117647,1366,1516,150,10.98096632504,12,37,25,208.3333333333,42,60,18,42.85714285714,29,44,15,51.72413793103,3,11,8,266.6666666667,25,89,64,256,1346,1428,82,6.092124814264,12,30,18,150,40,44,4,10,29,41,12,41.37931034483,3,10,7,233.3333333333,1,40,39,3900,1061,1171,110,10.36757775683,4,16,12,300,28,31,3,10.71428571429,22,30,8,36.36363636364,1,10,9,900,11,60,49,445.4545454545,1050,1128,78,7.428571428571,4,13,9,225,26,28,2,7.692307692308,22,29,7,31.81818181818,1,10,9,900,1,36,35,3500,56,161,105,187.5,6,18,12,200,29,49,20,68.96551724138,17,19,2,11.76470588235,3,6,3,100,1,56,55,5500,0,0,0,,0,3,3,,0,1,1,,0,2,2,,0,2,2,,0,0,0,,0,1,1,,0,4,4,,0,0,0,,0,0,0,,1,8,7,700,0,0,0,0,0,0,0,0,0,0
12840,12840,Clear Lake,1002,1228,226,22.55489021956,187,183,-4,-2.13903743316,528.06,454.34,-73.72,-13.9605347877,439,477,38,8.656036446469,403,462,59,14.64019851117,36,15,-21,-58.3333333333,91.8,96.86,5.06,5.511982570806,8.2,3.14,-5.06,-61.7073170732,1.897513424773,2.70280325623,0.805289831457,42.43921655279,2.241585289198,3.159820431599,0.918235142401,40.96364955755,15.34948797548,14.46339072938,-0.8860972461,-5.77281305744,955,1100,145,15.1832460733,905,1012,107,11.82320441989,7,7,0,0,8,22,14,175,3,8,5,166.6666666667,0,2,2,,32,49,17,53.125,47,128,81,172.3404255319,1002,1228,226,22.55489021956,67,128,61,91.0447761194,935,1100,165,17.64705882353,902,1022,120,13.30376940133,886,983,97,10.94808126411,7,7,0,0,6,13,7,116.6666666667,3,8,5,166.6666666667,0,2,2,,0,9,9,,33,78,45,136.3636363636,819,955,136,16.60561660562,787,880,93,11.81702668361,753,816,63,8.366533864542,3,6,3,100,7,17,10,142.8571428571,2,6,4,200,0,2,2,,22,33,11,50,32,75,43,134.375,819,955,136,16.60561660562,46,70,24,52.17391304348,773,885,112,14.48900388098,750,834,84,11.2,740,801,61,8.243243243243,3,6,3,100,5,12,7,140,2,6,4,200,0,2,2,,0,7,7,,23,51,28,121.7391304348,948,1129,181,19.09282700422,12,15,3,25,35,85,50,142.8571428571,7,19,12,171.4285714286,4,2,-2,-50,44,111,67,152.2727272727,919,1060,141,15.34276387378,8,15,7,87.5,31,64,33,106.4516129032,7,19,12,171.4285714286,4,2,-2,-50,0,23,23,,781,887,106,13.57234314981,8,10,2,25,26,52,26,100,4,11,7,175,3,2,-1,-33.3333333333,29,69,40,137.9310344828,763,852,89,11.66448230668,4,10,6,150,22,42,20,90.90909090909,4,11,7,175,3,2,-1,-33.3333333333,0,20,20,,46,123,77,167.3913043478,1,6,5,500,27,49,22,81.48148148148,3,7,4,133.3333333333,3,0,-3,-100,8,51,43,537.5,0,0,0,,0,0,0,,0,0,0,,4,0,-4,-100,0,0,0,,0,0,0,,0,10,10,,0,0,0,,0,0,0,,0,0,0,,1,5,4,400,0,0,0,0,0,0,0,0,0,0
